Title,Manufacturer,Price,Link,Category,Image,Store
MB Gigabyte B650M D3HP AM5 DDR5 7600MHz OC/SATA3/2xM.2/USB3.2/Type-C/PCIe 4.0/2.5GBit/HDMI/2xDP,Gigabyte,7980,https://www.anhoch.com/products/mb-gigabyte-b650m-d3hp-am5-ddr5-7600mhz-ocsata32xm2usb32typecpcie-4025gbithdmi2xdp-1805,Motherboard,https://www.anhoch.com/storage/media/gab650md3hp.jpg,Anhoch
MB Gigabyte H610M S2H V2 DDR5 LGA1700 5600MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 DP/HDMI/DVI/VGA,Gigabyte,5080,https://www.anhoch.com/products/mb-gigabyte-h610m-s2h-v2-ddr5-lga1700-5600mhz-sata3-m2-usb32-gbit-lan-pcie-40-dphdmidvivga-1845,Motherboard,https://www.anhoch.com/storage/media/gah610ms2hv2ddr5.jpg,Anhoch
MB Gigabyte B760M D3HP LGA1700 DDR5 5600MHz OC/SATA3/2xM.2/USB3.2/Gbit LAN/PCIe 4.0/VGA/HDMI/DP,Gigabyte,7480,https://www.anhoch.com/products/mb-gigabyte-b760m-d3hp-lga1700-ddr5-5600mhz-ocsata32xm2usb32gbit-lanpcie-40vgahdmidp-5718,Motherboard,https://www.anhoch.com/storage/media/b760md3hp.jpg,Anhoch
MB Gigabyte A620M DS3H AM5 DDR5 7600MHz OC/SATA3/M.2/Gbit LAN/PCIe 4.0/HDMI/DP,Gigabyte,6380,https://www.anhoch.com/products/mb-gigabyte-a620m-ds3h-am5-ddr5-7600mhz-ocsata3m2gbit-lanpcie-40hdmidp-0056,Motherboard,https://www.anhoch.com/storage/media/gaa620mds3h.jpg,Anhoch
MB Gigabyte B850 GAMING X WIFI6E DDR5 AM5 8200MHz OC/3xM.2/BT5.3/2.5Gb/Type-C/PCIe 5.0/DP/HDMI,Gigabyte,14780,https://www.anhoch.com/products/mb-gigabyte-b850-gaming-x-wifi6e-ddr5-am5-8200mhz-oc3xm2bt5325gbtypecpcie-50dphdmi-5739,Motherboard,https://www.anhoch.com/storage/media/b850gamingxwifi6e.jpg,Anhoch
MB Gigabyte B760M H LGA1700 DDR4 5333MHz OC/SATA3/2xM.2/USB3.2/Gbit LAN/PCIe 4.0/VGA/HDMI,Gigabyte,5980,https://www.anhoch.com/products/mb-gigabyte-b760m-h-lga1700-ddr4-5333mhz-ocsata32xm2usb32gbit-lanpcie-40vgahdmi-9564,Motherboard,https://www.anhoch.com/storage/media/gab760mh.jpg,Anhoch
MB Gigabyte H610M H V2 DDR5 LGA1700 5600MHz/SATA3/M.2/USB3.2/Gbit LAN/PCIe 4.0/HDMI/VGA,Gigabyte,4980,https://www.anhoch.com/products/mb-gigabyte-h610m-h-v2-ddr5-lga1700-5600mhzsata3m2usb32gbit-lanpcie-40hdmivga-5744,Motherboard,https://www.anhoch.com/storage/media/h610mhv2.jpg,Anhoch
MB Gigabyte Z790 D AX LGA1700 DDR5 7600MHz OC/3xM.2/Type-C/WiFi6E/BT5.3/2.5Gb/PCIe5.0/HDMI/DP,Gigabyte,11980,https://www.anhoch.com/products/mb-gigabyte-z790-d-ax-lga1700-ddr5-7600mhz-oc3xm2typecwifi6ebt5325gbpcie50hdmidp-5745,Motherboard,https://www.anhoch.com/storage/media/z790dax.jpg,Anhoch
MB Gigabyte B760 GAMING X DDR5 LGA1700 7600MHz OC SATA3 3xM.2 USB3.2/Type-C PCIe 4.0 DP/HDMI,Gigabyte,9580,https://www.anhoch.com/products/mb-gigabyte-b760-gaming-x-ddr5-lga1700-7600mhz-oc-sata3-3xm2-usb32typec-pcie-40-dphdmi-8548,Motherboard,https://www.anhoch.com/storage/media/gab760gamingx.jpg,Anhoch
MB Gigabyte B760 GAMING X AX DDR5 LGA1700 7600MHz OC SATA3 3xM.2 WiFi BT Type-C PCIe 4.0 DP/HDMI,Gigabyte,10780,https://www.anhoch.com/products/mb-gigabyte-b760-gaming-x-ax-ddr5-lga1700-7600mhz-oc-sata3-3xm2-wifi-bt-typec-pcie-40-dphdmi-8549,Motherboard,https://www.anhoch.com/storage/media/gab760gamingxax.jpg,Anhoch
