Title,Manufacturer,Price,Link,Category,Image,Store
"ASUS ROG CROSSHAIR X870E HERO - AM5, AMD X870E  max.192GB, DDR5 4 x DIMM",ASUS,40.000 ден.,https://ddstore.mk/asus-rog-crosshair-x870e-hero-socket-am5-chipset-amd-x870e-memory-4-x-dimm-slots-max-192gb-ddr5-supports-up-to-8200-mt-s-oc-w.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1013892-59731_0.jpg,DDStore
"ASUS PRIME B550M-K ARGB, AMD B550 (Ryzen AM4) mATX motherboard",ASUS,4.800 ден.,https://ddstore.mk/asus-prime-b550m-k-argb-amd-b550-ryzen-am4-matx-motherboard-with-dual-m-2-slots-pcie-4-0-realtek-1gb-ethernet-displayport-hdmi-s.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1013893-59732_0.jpg,DDStore
"MB 1700 B760-PLUS ASUS TUF GAMING WIFI DDR5, 4xDDR5 7200MHz(OC), 3xM.2, HDMI, DP, PCIex16 5.0, PCIex16 3.0, 2xPCIex1, 4xSATAIII,2.5Gb LAN, Wi-Fi",ASUS,13.335 ден.,https://ddstore.mk/mb-1700-b760-plus-asus-tuf-gaming-wifi-ddr5-4xddr5-7200mhz-oc-3xm-2-hdmi-dp-pciex16-5-0-pciex16-3-0-2xpciex1-4xsataiii-2-5gb-lan-wi-fi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014205-product_13448_0.png,DDStore
"MB AM5 B650-PLUS TUF GAMING ASUS 4xDDR5 7600Mhz (O.C), DP, HDMI, 2xPCI-Ex16 4.0, 2xPCI-Ex1, 3xM.2, 4xSATA3, 2.5Gb LAN, 90MB1BY0-M0EAY0",ASUS,12.185 ден.,https://ddstore.mk/mb-am5-b650-plus-tuf-gaming-asus-4xddr5-7600mhz-o-c-dp-hdmi-2xpci-ex16-4-0-2xpci-ex1-3xm-2-4xsata3-2-5gb-lan-90mb1by0-m0eay0.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014321-product_13609_0.png,DDStore
MB Asus PRIME B450M-K II, ,3.939 ден.,https://ddstore.mk/mb-asus-prime-b450m-k-ii.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014450_69_w.jpg,DDStore
MB Asus PRIME B550M-K, ,4.844 ден.,https://ddstore.mk/mb-asus-prime-b550m-k.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014452_38_w.jpg,DDStore
MB Asus PRIME H610M-K, ,4.589 ден.,https://ddstore.mk/mb-asus-prime-h610m-k.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014453_39_w.jpg,DDStore
MB Asus TUF GAMING A620M-PLUS, ,8.344 ден.,https://ddstore.mk/mb-asus-tuf-gaming-a620m-plus.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014457_35_w.jpg,DDStore
MB MSI B650 GAMING PLUS WIFI,MSI, ,https://ddstore.mk/mb-msi-b650-gaming-plus-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014570_25_w.jpg,DDStore
"MB AM5 X870 GAMING X WIFI7 GIGABYTE 4xDDR5 8200MHz (OC), 1xPCIex16 5.0, 2xPCIex16 3.0, 4xSATAIII, HDMI, 3xM.2 , WIFI7+BT 5.4", ,17.959 ден.,https://ddstore.mk/mb-am5-x870-gaming-x-wifi7-gigabyte-4xddr5-8200mhz-oc-1xpciex16-5-0-2xpciex16-3-0-4xsataiii-hdmi-3xm-2-wifi7-bt-5-4.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014703-product_15683_0.jpg,DDStore
AMD 4700S Desktop Kit CPU 8-Core 3.6GHz/RAM 16GB GDDR6/Mini-ITX MB/Cooler (PlayStation 5 SoC),AMD,14.979 ден.,https://ddstore.mk/amd-4700s-desktop-kit-cpu-8-core-3-6ghz-ram-16gb-gddr6-mini-itx-mb-cooler-playstation-5-soc.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1009518_25_w.jpg,DDStore
MB Gigabyte X870 GAMING X WIFI7 AM5 DDR5 8000MHz OC/SATA3/3xM.2/BT5.4/USB3.2/2.5Gb/PCIe 5.0/HDMI,Gigabyte,17.980 ден.,https://ddstore.mk/mb-gigabyte-x870-gaming-x-wifi7-am5-ddr5-8000mhz-oc-sata3-3xm-2-bt5-4-usb3-2-2-5gb-pcie-5-0-hdmi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015005_79_w.jpg,DDStore
MB Gigabyte B650M D3HP AM5 DDR5 7600MHz OC/SATA3/2xM.2/USB3.2/Type-C/PCIe 4.0/2.5GBit/HDMI/2xDP,Gigabyte,7.980 ден.,https://ddstore.mk/mb-gigabyte-b650m-d3hp-am5-ddr5-7600mhz-oc-sata3-2xm-2-usb3-2-type-c-pcie-4-0-2-5gbit-hdmi-2xdp-1015008.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015008_17_w.jpg,DDStore
MB Gigabyte H610M S2H V3 DDR4 LGA1700 3200MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 HDMI/VGA/2xDP,Gigabyte,4.880 ден.,https://ddstore.mk/mb-gigabyte-h610m-s2h-v3-ddr4-lga1700-3200mhz-sata3-m-2-usb3-2-gbit-lan-pcie-4-0-hdmi-vga-2xdp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1009608_34_w.jpg,DDStore
MB Gigabyte H610M S2H V2 DDR5 LGA1700 5600MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 DP/HDMI/DVI/VGA,Gigabyte,5.080 ден.,https://ddstore.mk/mb-gigabyte-h610m-s2h-v2-ddr5-lga1700-5600mhz-sata3-m-2-usb3-2-gbit-lan-pcie-4-0-dp-hdmi-dvi-vga.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1009609_38_w.jpg,DDStore
MB Gigabyte Z890 GAMING X WIFI7 LGA1851 DDR5 8800MHz OC/4xM.2/BT 5.4/2.5Gb/PCIe5.0/HDMI/DP,Gigabyte,18.281 ден.,https://ddstore.mk/mb-gigabyte-z890-gaming-x-wifi7-lga1851-ddr5-8800mhz-oc-4xm-2-bt-5-4-2-5gb-pcie5-0-hdmi-dp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014898_99_w.jpg,DDStore
MB Gigabyte Z890M GAMING X LGA1851 DDR5 8800MHz OC/3xM.2/USB3.2/Type-C/2.5Gb/PCIe5.0/HDMI/2xDP,Gigabyte,13.780 ден.,https://ddstore.mk/mb-gigabyte-z890m-gaming-x-lga1851-ddr5-8800mhz-oc-3xm-2-usb3-2-type-c-2-5gb-pcie5-0-hdmi-2xdp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014899_78_w.jpg,DDStore
"MB MSI Z790 GAMING PLUS WIFI 6E DDR5 LGA1700 7200MHz OC SATA3 4xM.2,USB 3.2/Type-C, 2.5GBit DP/HDMI",MSI,14.481 ден.,https://ddstore.mk/mb-msi-z790-gaming-plus-wifi-6e-ddr5-lga1700-7200mhz-oc-sata3-4xm-2-usb-3-2-type-c-2-5gbit-dp-hdmi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014901_70_w.jpg,DDStore
MB Gigabyte Z790 AORUS ELITE X WIFI7 LGA1700 DDR5 8266MHz OC 4xM.2 Type-C BT 2.5Gb PCIe5.0 HDMI/DP,Gigabyte,18.480 ден.,https://ddstore.mk/mb-gigabyte-z790-aorus-elite-x-wifi7-lga1700-ddr5-8266mhz-oc-4xm-2-type-c-bt-2-5gb-pcie5-0-hdmi-dp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014902_75_w.jpg,DDStore
MB Gigabyte B760M DS3H LGA1700 DDR5 7600MHz OC/SATA3/2xM.2/USB3.2/Type-C/PCIe 4.0/VGA/HDMI/2xDP,Gigabyte,7.680 ден.,https://ddstore.mk/mb-gigabyte-b760m-ds3h-lga1700-ddr5-7600mhz-oc-sata3-2xm-2-usb3-2-type-c-pcie-4-0-vga-hdmi-2xdp-1014904.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014904_57_w.jpg,DDStore
MB Gigabyte B760M DS3H LGA1700 DDR4 5333MHz OC/SATA3/2xM.2/USB3.2/Type-C/PCIe 4.0/VGA/HDMI/2xDP,Gigabyte,6.180 ден.,https://ddstore.mk/mb-gigabyte-b760m-ds3h-lga1700-ddr4-5333mhz-oc-sata3-2xm-2-usb3-2-type-c-pcie-4-0-vga-hdmi-2xdp-1014905.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014905_34_w.jpg,DDStore
MB MSI PRO B760-P WIFI DDR4 LGA1700 5333MHz OC SATA3 2xM.2 USB3.2/Type-C HDMI/DP,MSI,8.480 ден.,https://ddstore.mk/mb-msi-pro-b760-p-wifi-ddr4-lga1700-5333mhz-oc-sata3-2xm-2-usb3-2-type-c-hdmi-dp.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014906_93_w.jpg,DDStore
"MB AM5 B650-S WIFI MSI 4xDDR5 7200Mhz (O.C), DP, HDMI, 2xPCI-Ex16 4.0, PCI-Ex1,  2xM.2, 6xSATA3, 2.5Gb LAN, Wifi6E, BT 5.3",MSI,11.110 ден.,https://ddstore.mk/mb-am5-b650-s-wifi-msi-4xddr5-7200mhz-o-c-dp-hdmi-2xpci-ex16-4-0-pci-ex1-2xm-2-6xsata3-2-5gb-lan-wifi6e-bt-5-3.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015130-product_15778_0.jpg,DDStore
"MSI PRO A620M-E (AM5)  Ryzen™ 9000/ 8000/ 7000, A620M E Pro, AM5, 2x DDR5",MSI,6.577 ден.,https://ddstore.mk/msi-mb-amd-ryzentm-9000-8000-7000-a620m-e-pro-am5-2x-ddr5-1x-hdmi-1x-vga-1x-pci-e-x16-1x-pci-e-x1-realtekr-alc897-codec7-1-channel-4x-usb-2-0-2x-usb-5gbps-type-a-realtekr-rtl8111h-gigabit-lan-4x-sata-6g.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015242_47_w.jpg,DDStore
"ASRock B550M-HDV MB AMD Supports 3rd Gen AMD AM4 Ryzen, B550M,64GB, DDR4",ASRock,5.226 ден.,https://ddstore.mk/asrock-mb-amd-supports-3rd-gen-amd-am4-ryzen-b550m-64gb-ddr4-1-pcie-4-0-x16-1-pcie-3-0-x1-hdmi-dvi-d-d-sub-7-1-ch-hd-audio-4-sata3-1-hyper-m-2-6-usb-3-2-gen1-gigabit-lan-rj-45.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015243_29_w.jpg,DDStore
MB Gigabyte B650E A ELITE X ICE rev. 1.x,Gigabyte, ,https://ddstore.mk/mb-gigabyte-b650e-a-elite-x-ice-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1014544_37_w.jpg,DDStore
MB Gigabyte B760M H LGA1700 DDR4 5333MHz OC/SATA3/2xM.2/USB3.2/Gbit LAN/PCIe 4.0/VGA/HDMI,Gigabyte,5.980 ден.,https://ddstore.mk/mb-gigabyte-b760m-h-lga1700-ddr4-5333mhz-oc-sata3-2xm-2-usb3-2-gbit-lan-pcie-4-0-vga-hdmi-1015433.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015433_77_w.jpg,DDStore
"ASUS PRIME B660M-K D4, Intel B660 (LGA 1700) mATX",ASUS,6.299 ден.,https://ddstore.mk/asus-prime-b660m-k-d4-intel-b660-lga-1700-matx-motherboard-with-pcie-4-0-two-m-2-slots-ddr4-hdmi-d-sub-realtek-1gb-ethernet-fr.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015406-61093_0.jpg,DDStore
"ASUS PRIME X870-P, AMD AM5 X870 ATX Motherboard 14+2+1 80A",ASUS,17.499 ден.,https://ddstore.mk/asus-prime-x870-p-amd-am5-x870-atx-motherboard-14-2-1-80a-drmos-power-stages-ddr5-pcie-5-0-pcie-5-0-x16-q-release-4x-m-2-2-5gb-l.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015407-61162_0.jpg,DDStore
"ASUS TUF GAMING X870-PLUS WIFI, AMD AM5 X870 ATX Motherboard, 16+2+1, 80A SPS Power Stages, DDR5, PCIe 5.0 Ready, Four M.2 Slots, Wi-Fi",ASUS,22.000 ден.,https://ddstore.mk/asus-tuf-gaming-x870-plus-wifi-amd-am5-x870-atx-motherboard-16-2-1-80a-sps-power-stages-ddr5-pcie-5-0-ready-four-m-2-slots-wi-fi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015408-61161_0.jpg,DDStore
"ASUS ROG STRIX X870-F GAMING WIFI, X870 chipset, 4 x DIMM slots, max. 192GB, DDR5 Supports up to 8000+MT/s(OC) with Ryzen 9000 & 8000 &",ASUS,28.999 ден.,https://ddstore.mk/asus-rog-strix-x870-f-gaming-wifi-x870-chipset-4-x-dimm-slots-max-192gb-ddr5-supports-up-to-8000-mt-s-oc-with-ryzen-9000-8000.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015409-61160_0.jpg,DDStore
"ASUS PRIME B650M-R, AMD B650 Micro-ATX motherboard, DDR5",ASUS,7.077 ден.,https://ddstore.mk/asus-prime-b650m-r-amd-b650-micro-atx-motherboard-ddr5-pcie-4-0-support-realtek-2-5gb-ethernet-hdmi-sata-6-gbps-front-usb-5gbps.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015410-61094_0.jpg,DDStore
MOTHERBOARD GIGABYTE  H410M S2H v2 mATX MOT 1200 / 10 gen CPU, ,4.248 ден.,https://ddstore.mk/motherboard-gigabyte-h410m-s2h-v2-matx-mot-1200-10-gen-cpu.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015333_72_w.png,DDStore
MB Gigabyte B650 GAMING X AX V2 DDR5 AM5 8000MHz OC/3xM.2/WiFi/BT5.3/Type-C/PCIe 4.0/DP/HDMI,Gigabyte,12.298 ден.,https://ddstore.mk/mb-gigabyte-b650-gaming-x-ax-v2-ddr5-am5-8000mhz-oc-3xm-2-wifi-bt5-3-type-c-pcie-4-0-dp-hdmi-1015556.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015556_5_w.jpg,DDStore
MB Gigabyte X870 AORUS ELITE WIFI7 ICE AM5 DDR5 8000MHz OC/4xM.2/BT 5.4/USB3.2/PCIe 5.0/HDMI,Gigabyte,20.980 ден.,https://ddstore.mk/mb-gigabyte-x870-aorus-elite-wifi7-ice-am5-ddr5-8000mhz-oc-4xm-2-bt-5-4-usb3-2-pcie-5-0-hdmi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015558_72_w.jpg,DDStore
MB Gigabyte Z790 AORUS MASTER X LGA1700 DDR5 8266MHz OC/5xM.2/WiFi 7/BT 5.3/10Gb/PCIe5.0/DP,Gigabyte,30.980 ден.,https://ddstore.mk/mb-gigabyte-z790-aorus-master-x-lga1700-ddr5-8266mhz-oc-5xm-2-wifi-7-bt-5-3-10gb-pcie5-0-dp-1015562.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015562_45_w.jpg,DDStore
MB Gigabyte Z790 AORUS ELITE AX LGA1700 DDR5 7600MHz OC/4xM.2/Type-C/WiFi/BT/2.5Gb/PCIe5.0/HDMI/DP,Gigabyte,15.980 ден.,https://ddstore.mk/mb-gigabyte-z790-aorus-elite-ax-lga1700-ddr5-7600mhz-oc-4xm-2-type-c-wifi-bt-2-5gb-pcie5-0-hdmi-dp-1015564.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015564_51_w.jpg,DDStore
MB Asus PRIME B550M-K ARGB, ,4.881 ден.,https://ddstore.mk/mb-asus-prime-b550m-k-argb.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015712_51_w.jpg,DDStore
"GigaByte MB AMD Ryzen 7000/8000/9000, AM5, 4 x DDR5",AMD,6.875 ден.,https://ddstore.mk/gigabyte-mb-amd-ryzen-7000-8000-9000-am5-4-x-ddr5.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015782_42_w.jpg,DDStore
"GigaByte MB AMD Ryzen 7000/8000/9000, AM5, 2 x DDR5, 2 x DDR5",AMD,6.039 ден.,https://ddstore.mk/gigabyte-mb-amd-ryzen-7000-8000-9000-am5-2-x-ddr5-2-x-ddr5.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015783_13_w.jpg,DDStore
"GigaByte MB 14th, 13th, and 12th, /Pen/Cele, B760M white, 4 x DDR5, LGA1700, WIFI", ,12.122 ден.,https://ddstore.mk/gigabyte-mb-14th-13th-and-12th-pen-cele-b760m-white-4-x-ddr5-lga1700-wifi-1015785.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015785_44_w.jpg,DDStore
"GigaByte MB 14th, 13th, and 12th, /Pen/Cele, B760M, 4 x DDR5, LGA1700, WIFI", ,8.685 ден.,https://ddstore.mk/gigabyte-mb-14th-13th-and-12th-pen-cele-b760m-4-x-ddr5-lga1700-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015786_22_w.jpg,DDStore
MB Asus ROG STRIX B650-A GAMING WIFI, , ,https://ddstore.mk/mb-asus-rog-strix-b650-a-gaming-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015865_69_w.jpg,DDStore
MB MSI B760 GAMING PLUS WIFI,MSI, ,https://ddstore.mk/mb-msi-b760-gaming-plus-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015866_20_w.jpg,DDStore
MB MSI B550M PRO-VDH,MSI,5.595 ден.,https://ddstore.mk/mb-msi-b550m-pro-vdh.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015869-PLO03072_v.jpg,DDStore
MB Asus PRIME B450M-A II, , ,https://ddstore.mk/mb-asus-prime-b450m-a-ii.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1015872-PLO03067_v.jpg,DDStore
"MB 1700 H610M-E PRO MSI, 2xDDR4 3200MHz, M.2, VGA,HDMI, PCIex16, PCIex1, 4xSATAIII",MSI,4.550 ден.,https://ddstore.mk/mb-1700-h610m-e-pro-msi-2xddr4-3200mhz-m-2-vga-hdmi-pciex16-pciex1-4xsataiii.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016073-product_12454_0.png,DDStore
MB Gigabyte B760 AORUS ELITE AX rev. 1.x,Gigabyte,10.970 ден.,https://ddstore.mk/mb-gigabyte-b760-aorus-elite-ax-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016222-PLO03418_v.jpg,DDStore
ASUS ROG STRIX B760-I GAMING WIFI 6E,ASUS,12.318 ден.,https://ddstore.mk/asus-rog-strix-b760-i-gaming-wifi-6e.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016338-61394_0.jpg,DDStore
ASUS TUF GAMING B760M-PLUS WIFI II,ASUS,11.500 ден.,https://ddstore.mk/asus-tuf-gaming-b760m-plus-wifi-ii.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016339-61395_0.jpg,DDStore
ASUS PRIME Z890-P WIFI,ASUS,18.999 ден.,https://ddstore.mk/asus-prime-z890-p-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016340-61396_0.jpg,DDStore
ASUS TUF GAMING Z890-PLUS WIFI,ASUS,23.999 ден.,https://ddstore.mk/asus-tuf-gaming-z890-plus-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016341-61397_0.jpg,DDStore
"ASUS ROG STRIX Z890-F GAMING WIFI, ATX motherboard",ASUS,32.000 ден.,https://ddstore.mk/asus-rog-strix-z890-f-gaming-wifi-atx-motherboard-16-1-2-2-power-stages-4-ddr5-slots-pcie-5-0-w-full-support-for-next-gen-gpus-fiv.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016342-61398_0.jpg,DDStore
"ASUS ROG MAXIMUS Z890 HERO, Intel Z890 LGA 1851 ATX Motherboard",ASUS,49.999 ден.,https://ddstore.mk/asus-rog-maximus-z890-hero-intel-z890-lga-1851-atx-motherboard.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016343-61399_0.jpg,DDStore
"MB AM5 B650 AORUS ELITE AX ICE GIGABYTE 4xDDR5 8000Mhz (O.C), HDMI, DP, PCI-Ex16 4.0, 2xPCI-Ex16 3.0, M.2 PCIe 5.0, 2xM.2 4.0, 4xSATAIII, Wi-Fi 6E, BT 5.3", ,13.890 ден.,https://ddstore.mk/mb-am5-b650-aorus-elite-ax-ice-gigabyte-4xddr5-8000mhz-o-c-hdmi-dp-pci-ex16-4-0-2xpci-ex16-3-0-m-2-pcie-5-0-2xm-2-4-0-4xsataiii-wi-fi-6e-bt-5-3.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016333-product_13649_0.png,DDStore
MB Asus PRIME B550-PLUS, ,7.772 ден.,https://ddstore.mk/mb-asus-prime-b550-plus.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016429-PLO03065_v.jpg,DDStore
MB Asus PRIME B660-PLUS D4, ,8.401 ден.,https://ddstore.mk/mb-asus-prime-b660-plus-d4.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016430-PLO03262_v.jpg,DDStore
MB Asus TUF GAMING B650M-E WIFI, ,12.687 ден.,https://ddstore.mk/mb-asus-tuf-gaming-b650m-e-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016431-PLO03584_v.jpg,DDStore
Gigabyte B760 GAMING X DDR4 rev. 1.x,Gigabyte, ,https://ddstore.mk/b760-gaming-x-ddr4-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016581_16_w.jpg,DDStore
PRIME B660M-A D4-CSM, , ,https://ddstore.mk/prime-b660m-a-d4-csm.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016583-PLO03487_v.jpg,DDStore
PRIME B660M-K D4, , ,https://ddstore.mk/prime-b660m-k-d4-1016584.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016584-PLO03272_v.jpg,DDStore
PRIME B760M-K D4, , ,https://ddstore.mk/prime-b760m-k-d4.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016585_94_w.jpg,DDStore
PRIME H610M-A D4-CSM, , ,https://ddstore.mk/prime-h610m-a-d4-csm.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016586-PLO03515_v.jpg,DDStore
ROG STRIX B760-A GAMING WIFI, , ,https://ddstore.mk/rog-strix-b760-a-gaming-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016587-PLO03462_v.jpg,DDStore
Z790 AERO G rev. 1.x, , ,https://ddstore.mk/z790-aero-g-rev-1-x.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016590-PLO03357_v.jpg,DDStore
MOTHERBOARD MSI PRO H610M-G DDR4,MSI,6.023 ден.,https://ddstore.mk/motherboard-msi-pro-h610m-g-ddr4.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016750_96_w.jpg,DDStore
"MB AM5 X870 GAMING WIFI6 GIGABYTE 4xDDR5 8200MHz (OC), 1xPCIex16 5.0, 2xPCIex16 3.0, 4xSATAIII, 3xM.2 , HDMI, 2.5GbE, WIFI6+BT 5.3", ,16.170 ден.,https://ddstore.mk/mb-am5-x870-gaming-wifi6-gigabyte-4xddr5-8200mhz-oc-1xpciex16-5-0-2xpciex16-3-0-4xsataiii-3xm-2-hdmi-2-5gbe-wifi6-bt-5-3.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016730-product_16253_0.png,DDStore
ASUS PRIME A620M-K,ASUS, ,https://ddstore.mk/asus-prime-a620m-k.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016922-PLO03500_v.jpg,DDStore
ASUS PRIME B550M-A,ASUS, ,https://ddstore.mk/asus-prime-b550m-a-1016923.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016923-PLO02926_v.jpg,DDStore
ASUS PRIME B840-PLUS WIFI,ASUS, ,https://ddstore.mk/asus-prime-b840-plus-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016924-PLO03685_v_1.jpg,DDStore
ASUS PRIME B840M-A WIFI,ASUS, ,https://ddstore.mk/asus-prime-b840m-a-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016925-PLO03686_v.jpg,DDStore
ASUS  PRIME B840M-A-CSM,ASUS, ,https://ddstore.mk/asus-prime-b840m-a-csm.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016926-PLO03679_v.jpg,DDStore
ASUS PRIME X870-P WIFI,ASUS, ,https://ddstore.mk/asus-prime-x870-p-wifi.html,Motherboard,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/1/0/1016927_96_w.jpg,DDStore
