Title,Price,Old Price,Link,Category,Store
CPU AMD Ryzen 7 5700X 3D no fan Box,"14,799 Ден.","14,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=59072,CPU,Setec
Intel i5-14600KF LGA1700 24MB Cache 5.3GHz,"14,999 Ден.","15,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i5-14600kf-lga1700-24mb-cache-53ghz34798,CPU,Setec
CPU AMD Ryzen 5 9600X AM5 no fan Box,"15,999 Ден.","17,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=59388,CPU,Setec
Intel i5-14600K LGA1700 24MB Cache 5.3GHz,"15,999 Ден.","16,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i5-14600k-lga1700-24mb-cache-53ghz34797,CPU,Setec
CPU AMD AM4 Ryzen 7 BOX NO FAN,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/cpu-amd-am4-ryzen-7-box-no-fan34400,CPU,Setec
CPU AMD Ryzen 7 7700X no fan Box,"18,499 Ден.","20,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/cpu-amd-ryzen-7-7700x-no-fan-box34419,CPU,Setec
Intel i7-14700F TRAY LGA1700X 33MB Cache 5.4GHz,"19,999 Ден.","20,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=61364,CPU,Setec
CPU AMD Ryzen 7 9700X AM5 no fan Box,"20,799 Ден.","23,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=59389,CPU,Setec
Intel Core Ultra 5 245KF no fan BOX,"20,799 Ден.","21,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=61655,CPU,Setec
Intel i7-14700KF TRAY LGA1700 33MB Cache 5.6GHz,"22,999 Ден.","23,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=57387,CPU,Setec
Intel i7-14700KF LGA1700 33MB Cache 5.6GHz no fan Box,"23,499 Ден.","25,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i7-14700kf-lga1700-33mb-cache-56ghz34796,CPU,Setec
CPU AMD Ryzen 9 7900X no fan Box,"23,999 Ден.","25,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/cpu-amd-ryzen-9-7900x-no-fan-box34420,CPU,Setec
Intel i7-13700KF 5.4GHz  no fan Box,"24,499 Ден.","25,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i7-13700kf-54ghz-box33627,CPU,Setec
Intel i7-14700F LGA1700X 33MB Cache 5.4GHz Box,"24,999 Ден.","26,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=59110,CPU,Setec
Intel i7-14700K LGA1700 33MB Cache 5.6GHz no fan Box,"24,999 Ден.","26,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i7-14700k-lga1700-33mb-cache-56ghz34795,CPU,Setec
Intel Core Ultra 7 265KF no fan BOX,"26,799 Ден.","28,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=61654,CPU,Setec
Intel Core Ultra 7 265K no fan BOX,"27,499 Ден.","29,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=61656,CPU,Setec
CPU AMD Ryzen 7 7800X 3D no fan tray,"27,999 Ден.","28,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=58900,CPU,Setec
CPU AMD Ryzen 9 9900X AM5 no fan Box,"28,999 Ден.","31,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=59390,CPU,Setec
CPU AMD Ryzen 9 5950X no fan Box,"29,499 Ден.","32,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/cpu-amd-ryzen-9-5950x-no-fan-box34402,CPU,Setec
CPU AMD Ryzen 7 7800X 3D no fan Box,"29,999 Ден.","33,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/cpu-amd-ryzen-7-7800x-3d-no-fan-box34425,CPU,Setec
Intel i9-14900KF LGA1700 36MB Cache 6.0GHz,"29,999 Ден.","32,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=58717,CPU,Setec
Intel i9-14900KF LGA1700 36MB Cache 6.0GHz no fan Box,"29,999 Ден.","33,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i9-14900kf-lga1700-36mb-cache-60ghz34794,CPU,Setec
Intel i9-14900K LGA1700 36MB Cache 6.0GHz no fan Box,"31,499 Ден.","34,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i9-14900k-lga1700-36mb-cache-60ghz34793,CPU,Setec
CPU AMD Ryzen 9 7950X no fan Box,"33,999 Ден.","34,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/cpu-amd-ryzen-9-7950x-no-fan-box34421,CPU,Setec
Intel i9 13900KF LGA1700 36MB Cache 3.0GHz no fan Box,"34,999 Ден.","36,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i9-13900kf-lga1700-36mb-cache-30ghz33628,CPU,Setec
CPU AMD Ryzen 7 9800X 3D AM5 BOX up to 5.2GHz,"35,999 Ден.","37,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=61653,CPU,Setec
Intel i9 13900K LGA1700 36MB Cache 3.0GHz no fan Box,"35,999 Ден.","38,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/intel-i9-13900k-lga1700-36mb-cache-30ghz33636,CPU,Setec
CPU AMD Ryzen 7 9800X 3D AM5 TRAY up to 5.2GHz,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=61718,CPU,Setec
CPU AMD Ryzen 9 7950X3D AM5  no fan Box,"37,999 Ден.","38,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори/cpu-amd-ryzen-9-7950x3d-am534424,CPU,Setec
CPU AMD Ryzen 9 9950X AM5 no fan Box,"41,999 Ден.","42,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=59391,CPU,Setec
Intel Core Ultra 9 285K no fan BOX,"44,999 Ден.","46,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/процесори?product_id=61796,CPU,Setec
CoolerMaster 1-to-3 RGB Splitter Cable for LED Strips,645 Ден.,849 Ден.,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/coolermaster-1-to-3-rgb-splitter-cable-for-led-strips22796,GPU,Setec
Cooler Master Atlas ARGB Graphic Card Holder,"1,299 Ден.","1,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=23099,GPU,Setec
CoolerMaster Riser Cable PCI-E 3.0 x16 - 300mm,"2,499 Ден.","2,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/coolermaster-riser-cable-pci-e-30-x16-300mm22794,GPU,Setec
CoolerMaster Riser Cable PCI-E 3.0 x16 - 200mm,No Price,No Old Price,https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/coolermaster-riser-cable-pci-e-30-x16-200mm22825,GPU,Setec
AFOX NVIDIA GT610-PCI-E 1GB DDR3 (64-bit),"2,699 Ден.","2,899 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-nvidia-gt610-pci-e-1gb-ddr3-64-bit17352,GPU,Setec
AFOX Radeon R5 230,"2,799 Ден.","3,099 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-radeon-r5-23017270,GPU,Setec
AFOX Geforce GT710,"2,999 Ден.","3,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-geforce-gt71017269,GPU,Setec
AFOX Radeon R5 230 2GB DDR3 64Bit,"2,999 Ден.","3,399 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-radeon-r5-230-2gb-ddr3-64bit17271,GPU,Setec
ASUS R5230-SL-1GD3-L,"2,999 Ден.","3,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-r5230-sl-1gd3-l16802,GPU,Setec
ASUS GeForce 710 2GB DDR3 EVO,"3,199 Ден.","3,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-geforce-710-2gb-ddr3-evo17403,GPU,Setec
ASUS GT710-SL-2GD5-BRK-EVO,"3,499 Ден.","3,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=17682,GPU,Setec
AFOX Geforce GT730,"3,999 Ден.","4,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-geforce-gt73017404,GPU,Setec
CoolerMaster Riser Cable PCIe 4.0 x16 -200mm V2,"3,999 Ден.","4,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=22943,GPU,Setec
AFOX NVIDIA GT730-PCI-E 1GB DDR3 (128-bit),"4,399 Ден.","4,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-nvidia-gt730-pci-e-1gb-ddr3-128-bit17353,GPU,Setec
CoolerMaster Riser Cable PCIe 4.0 x16,"4,499 Ден.","4,699 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти?product_id=22945,GPU,Setec
ASUS  GT730-SL-2GD3-BRK-EVO,"4,799 Ден.","4,999 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-gt730-sl-2gd3-brk-evo17416,GPU,Setec
CoolerMaster Vertical Graphics Card Holder Kit V3,"4,799 Ден.","5,199 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/coolermaster-vertical-graphics-card-holder-kit-v322942,GPU,Setec
ASUS GT730-SL-2G-BRK-V2,"4,999 Ден.","5,499 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-gt730-sl-2g-brk-v217035,GPU,Setec
ASUS GT730-2GD5-BRK,"5,199 Ден.","5,599 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-gt730-2gd5-brk16934,GPU,Setec
AFOX NVIDIA GT740 4GB DDR3,"5,399 Ден.","5,799 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/afox-nvidia-gt740-4gb-ddr317381,GPU,Setec
ASUS GT1030-SL-2G-BRK,"5,399 Ден.","6,299 Ден.",https://setec.mk/компјутери-и-it-опрема/компјутери-и-компјутерски-делови/графички-карти/asus-gt1030-sl-2g-brk17023,GPU,Setec
